id,pid,host,nonce,sent_time,time_to_send,time_to_rcpt,recv_time
0,4,val1,104,1.854,0.004,1.350,3.208
1,3,val1,33,0.604,0.004,2.602,3.210
2,0,val1,17,0.319,0.004,2.888,3.211
3,0,val1,76,1.343,0.004,1.869,3.217
4,4,val1,163,2.893,0.011,0.315,3.218
5,1,val1,16,0.304,0.004,2.916,3.224
6,4,val1,122,2.166,0.005,1.055,3.226
7,3,val1,63,1.124,0.005,2.097,3.226
8,1,val1,157,2.786,0.018,0.425,3.230
9,1,val1,69,1.219,0.009,2.004,3.233
10,1,val1,158,2.803,0.008,0.426,3.237
11,1,val1,81,1.430,0.009,1.799,3.238
12,1,val1,40,0.718,0.004,2.519,3.242
13,0,val1,130,2.293,0.004,0.947,3.244
14,1,val1,129,2.284,0.007,0.954,3.244
15,1,val1,163,2.891,0.025,0.330,3.246
16,4,val1,116,2.061,0.004,1.177,3.242
17,1,val1,52,0.926,0.005,2.317,3.247
18,1,val1,46,0.823,0.004,2.422,3.249
19,4,val1,57,1.023,0.006,2.220,3.248
20,0,val1,147,2.593,0.009,0.649,3.252
21,3,val1,105,1.854,0.007,1.390,3.250
22,4,val1,10,0.210,0.003,3.041,3.254
23,4,val1,134,2.378,0.010,0.870,3.258
24,1,val1,5,0.112,0.004,3.145,3.260
25,4,val1,16,0.315,0.004,2.941,3.260
26,1,val1,105,1.856,0.020,1.386,3.262
27,2,val1,63,1.123,0.006,2.129,3.258
28,4,val1,28,0.521,0.004,2.738,3.263
29,0,val1,12,0.233,0.003,3.030,3.266
30,2,val1,74,1.316,0.012,1.939,3.267
31,4,val1,21,0.401,0.004,2.859,3.264
32,1,val1,70,1.237,0.006,2.028,3.270
33,4,val1,99,1.766,0.004,1.495,3.266
34,4,val1,105,1.871,0.005,1.392,3.268
35,4,val1,158,2.805,0.010,0.454,3.270
36,0,val1,47,0.837,0.005,2.439,3.281
37,0,val1,29,0.526,0.004,2.753,3.283
38,3,val1,152,2.680,0.013,0.580,3.273
39,4,val1,58,1.039,0.005,2.230,3.274
40,3,val1,34,0.621,0.004,2.654,3.280
41,1,val1,23,0.426,0.004,2.853,3.283
42,4,val1,146,2.592,0.010,0.675,3.277
43,0,val1,53,0.941,0.006,2.338,3.285
44,3,val1,69,1.228,0.006,2.052,3.286
45,4,val1,81,1.443,0.014,1.824,3.281
46,4,val1,17,0.332,0.004,2.946,3.282
47,4,val1,76,1.355,0.005,1.924,3.284
48,4,val1,64,1.145,0.004,2.145,3.294
49,4,val1,165,2.928,0.007,0.361,3.296
50,4,val1,129,2.290,0.012,0.998,3.301
51,3,val1,123,2.166,0.009,1.124,3.300
52,1,val1,112,1.981,0.005,1.302,3.288
53,1,val1,35,0.633,0.004,2.652,3.290
54,1,val1,118,2.091,0.008,1.197,3.296
55,1,val1,166,2.945,0.005,0.349,3.299
56,3,val1,64,1.141,0.004,2.157,3.302
57,0,val1,136,2.398,0.007,0.882,3.288
58,2,val1,34,0.616,0.005,2.672,3.293
59,2,val1,22,0.411,0.004,2.883,3.297
60,0,val1,77,1.360,0.004,1.938,3.302
61,0,val1,71,1.254,0.004,2.052,3.310
62,0,val1,107,1.888,0.004,1.421,3.313
63,0,val1,165,2.915,0.018,0.387,3.320
64,0,val1,119,2.097,0.005,1.220,3.322
65,0,val1,166,2.934,0.013,0.381,3.328
66,2,val1,5,0.116,0.003,3.182,3.301
